starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 21 21:20:56 2025	1753129256	0	27	27	26
Mon Jul 21 21:20:54 2025	1753129254	4	23	27	18
Mon Jul 21 21:20:56 2025	1753129256	1	26	27	25
Mon Jul 21 21:20:56 2025	1753129256	0	27	27	25
Mon Jul 21 21:20:56 2025	1753129256	0	27	27	27
Mon Jul 21 21:20:55 2025	1753129255	0	27	27	25
Mon Jul 21 21:20:55 2025	1753129255	2	25	28	18
Mon Jul 21 21:20:55 2025	1753129255	0	27	28	26
Mon Jul 21 21:20:54 2025	1753129254	1	26	28	18
Mon Jul 21 21:20:55 2025	1753129255	0	27	28	16
Mon Jul 21 21:20:55 2025	1753129255	2	26	28	17
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	20
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	27
Mon Jul 21 21:20:54 2025	1753129254	1	27	28	26
Mon Jul 21 21:20:55 2025	1753129255	2	26	28	23
Mon Jul 21 21:20:55 2025	1753129255	1	26	28	24
Mon Jul 21 21:20:54 2025	1753129254	0	28	28	26
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	26
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	21
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	14
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	23
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	19
Mon Jul 21 21:20:54 2025	1753129254	0	28	28	27
Mon Jul 21 21:20:55 2025	1753129255	1	27	28	23
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	26
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	28
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	27
Mon Jul 21 21:20:56 2025	1753129256	2	26	28	25
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	19
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	24
Mon Jul 21 21:20:56 2025	1753129256	1	27	28	27
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	27
Mon Jul 21 21:20:56 2025	1753129256	0	28	28	25
Mon Jul 21 21:20:55 2025	1753129255	1	27	28	27
Mon Jul 21 21:20:56 2025	1753129256	1	27	28	25
Mon Jul 21 21:20:55 2025	1753129255	1	27	28	23
Mon Jul 21 21:20:55 2025	1753129255	0	28	28	20
Mon Jul 21 21:20:54 2025	1753129254	2	27	29	25
Mon Jul 21 21:20:55 2025	1753129255	1	28	29	21
Mon Jul 21 21:20:56 2025	1753129256	1	28	29	26
Mon Jul 21 21:20:54 2025	1753129254	0	29	29	28
Mon Jul 21 21:20:56 2025	1753129256	0	29	29	28
Mon Jul 21 21:20:56 2025	1753129256	1	28	29	25
Mon Jul 21 21:20:54 2025	1753129254	0	28	29	28
Mon Jul 21 21:20:56 2025	1753129256	0	29	29	20
Mon Jul 21 21:20:55 2025	1753129255	1	28	29	18
Mon Jul 21 21:20:55 2025	1753129255	0	29	29	26
Mon Jul 21 21:20:55 2025	1753129255	1	28	29	22
Mon Jul 21 21:20:56 2025	1753129256	0	29	29	20
Mon Jul 21 21:20:56 2025	1753129256	2	27	29	26
Mon Jul 21 21:20:54 2025	1753129254	0	29	29	27
Mon Jul 21 21:20:54 2025	1753129254	1	28	29	27
Mon Jul 21 21:20:56 2025	1753129256	1	28	29	26
Mon Jul 21 21:20:54 2025	1753129254	1	29	29	19
Mon Jul 21 21:20:55 2025	1753129255	5	25	30	21
Mon Jul 21 21:20:54 2025	1753129254	0	30	30	23
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	29
Mon Jul 21 21:20:55 2025	1753129255	5	25	30	21
Mon Jul 21 21:20:56 2025	1753129256	4	26	30	14
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	19
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	29
Mon Jul 21 21:20:56 2025	1753129256	0	29	30	27
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	29
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	28
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	20
Mon Jul 21 21:20:55 2025	1753129255	1	29	30	21
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	24
Mon Jul 21 21:20:54 2025	1753129254	1	29	30	22
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	17
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	26
Mon Jul 21 21:20:55 2025	1753129255	3	27	30	23
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	27
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	24
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	29
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	27
Mon Jul 21 21:20:55 2025	1753129255	0	30	30	29
Mon Jul 21 21:20:54 2025	1753129254	1	30	30	19
Mon Jul 21 21:20:54 2025	1753129254	0	30	30	28
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	24
Mon Jul 21 21:20:56 2025	1753129256	0	30	30	22
Mon Jul 21 21:20:55 2025	1753129255	4	27	30	17
Mon Jul 21 21:20:55 2025	1753129255	3	27	31	25
Mon Jul 21 21:20:55 2025	1753129255	3	27	31	23
Mon Jul 21 21:20:54 2025	1753129254	1	30	31	29
Mon Jul 21 21:20:56 2025	1753129256	1	29	31	28
Mon Jul 21 21:20:56 2025	1753129256	0	30	31	25
Mon Jul 21 21:20:55 2025	1753129255	0	30	31	28
Mon Jul 21 21:20:54 2025	1753129254	3	28	31	28
Mon Jul 21 21:20:56 2025	1753129256	0	31	31	26
Mon Jul 21 21:20:54 2025	1753129254	0	31	31	30
Mon Jul 21 21:20:55 2025	1753129255	5	26	31	19
Mon Jul 21 21:20:55 2025	1753129255	1	30	31	28
Mon Jul 21 21:20:55 2025	1753129255	0	31	31	20
Mon Jul 21 21:20:55 2025	1753129255	0	31	31	31
Mon Jul 21 21:20:55 2025	1753129255	1	30	31	28
Mon Jul 21 21:20:56 2025	1753129256	1	30	31	29
Mon Jul 21 21:20:55 2025	1753129255	5	26	31	26
Mon Jul 21 21:20:55 2025	1753129255	0	31	32	30
Mon Jul 21 21:20:55 2025	1753129255	0	31	32	28
Mon Jul 21 21:20:55 2025	1753129255	3	28	32	26
Mon Jul 21 21:20:56 2025	1753129256	0	31	32	31
Mon Jul 21 21:20:54 2025	1753129254	0	32	32	31
Mon Jul 21 21:20:56 2025	1753129256	0	32	32	26
Mon Jul 21 21:20:55 2025	1753129255	2	30	32	29
Mon Jul 21 21:20:54 2025	1753129254	1	31	32	28
Mon Jul 21 21:20:55 2025	1753129255	0	32	32	27
Mon Jul 21 21:20:56 2025	1753129256	1	31	32	30
Mon Jul 21 21:20:56 2025	1753129256	1	30	32	26
Mon Jul 21 21:20:55 2025	1753129255	0	32	32	26
Mon Jul 21 21:20:55 2025	1753129255	5	27	32	25
Mon Jul 21 21:20:56 2025	1753129256	2	29	32	20
Mon Jul 21 21:20:55 2025	1753129255	1	31	32	23
Mon Jul 21 21:20:56 2025	1753129256	0	32	32	32
Mon Jul 21 21:20:54 2025	1753129254	4	28	32	27
Mon Jul 21 21:20:56 2025	1753129256	0	32	32	31
Mon Jul 21 21:20:56 2025	1753129256	0	32	32	32
Mon Jul 21 21:20:55 2025	1753129255	0	32	32	30
Mon Jul 21 21:20:55 2025	1753129255	1	31	32	25
Mon Jul 21 21:20:54 2025	1753129254	2	30	32	26
Mon Jul 21 21:20:56 2025	1753129256	0	32	32	23
Mon Jul 21 21:20:54 2025	1753129254	4	28	32	25
Mon Jul 21 21:20:55 2025	1753129255	0	32	32	31
Mon Jul 21 21:20:54 2025	1753129254	0	32	32	30
Mon Jul 21 21:20:56 2025	1753129256	1	31	33	26
Mon Jul 21 21:20:56 2025	1753129256	0	32	33	25
Mon Jul 21 21:20:56 2025	1753129256	1	32	33	28
Mon Jul 21 21:20:56 2025	1753129256	3	29	33	27
Mon Jul 21 21:20:55 2025	1753129255	0	33	33	27
Mon Jul 21 21:20:56 2025	1753129256	1	32	33	31
Mon Jul 21 21:20:54 2025	1753129254	2	31	33	21
Mon Jul 21 21:20:55 2025	1753129255	0	33	33	32
Mon Jul 21 21:20:56 2025	1753129256	1	32	33	31
Mon Jul 21 21:20:54 2025	1753129254	0	33	33	33
Mon Jul 21 21:20:54 2025	1753129254	0	33	33	28
Mon Jul 21 21:20:54 2025	1753129254	1	32	34	29
Mon Jul 21 21:20:56 2025	1753129256	3	31	34	29
Mon Jul 21 21:20:54 2025	1753129254	1	33	34	31
Mon Jul 21 21:20:56 2025	1753129256	0	34	34	19
Mon Jul 21 21:20:56 2025	1753129256	0	33	34	21
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	22
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	32
Mon Jul 21 21:20:54 2025	1753129254	0	34	34	30
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	22
Mon Jul 21 21:20:54 2025	1753129254	1	33	34	30
Mon Jul 21 21:20:55 2025	1753129255	2	33	34	31
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	25
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	34
Mon Jul 21 21:20:55 2025	1753129255	0	34	34	12
Mon Jul 21 21:20:55 2025	1753129255	1	34	35	31
Mon Jul 21 21:20:56 2025	1753129256	0	35	35	26
Mon Jul 21 21:20:56 2025	1753129256	1	33	35	21
Mon Jul 21 21:20:55 2025	1753129255	0	35	35	30
Mon Jul 21 21:20:55 2025	1753129255	5	30	35	26
Mon Jul 21 21:20:55 2025	1753129255	3	32	35	28
Mon Jul 21 21:20:55 2025	1753129255	0	35	35	30
Mon Jul 21 21:20:56 2025	1753129256	0	35	35	28
Mon Jul 21 21:20:55 2025	1753129255	1	34	35	30
Mon Jul 21 21:20:56 2025	1753129256	0	35	35	30
Mon Jul 21 21:20:54 2025	1753129254	0	35	35	35
Mon Jul 21 21:20:56 2025	1753129256	0	35	35	35
Mon Jul 21 21:20:54 2025	1753129254	2	33	35	30
Mon Jul 21 21:20:54 2025	1753129254	0	35	35	33
Mon Jul 21 21:20:55 2025	1753129255	0	35	35	29
Mon Jul 21 21:20:55 2025	1753129255	0	35	36	33
Mon Jul 21 21:20:55 2025	1753129255	0	35	36	35
Mon Jul 21 21:20:54 2025	1753129254	0	36	36	35
Mon Jul 21 21:20:54 2025	1753129254	0	35	36	33
Mon Jul 21 21:20:55 2025	1753129255	0	36	36	34
Mon Jul 21 21:20:56 2025	1753129256	2	34	36	25
Mon Jul 21 21:20:55 2025	1753129255	1	35	36	27
Mon Jul 21 21:20:54 2025	1753129254	0	36	36	33
Mon Jul 21 21:20:56 2025	1753129256	0	36	36	33
Mon Jul 21 21:20:55 2025	1753129255	3	33	36	24
Mon Jul 21 21:20:54 2025	1753129254	0	36	36	34
Mon Jul 21 21:20:56 2025	1753129256	0	36	36	32
Mon Jul 21 21:20:56 2025	1753129256	0	36	36	36
Mon Jul 21 21:20:55 2025	1753129255	0	36	37	36
Mon Jul 21 21:20:54 2025	1753129254	3	34	37	33
Mon Jul 21 21:20:55 2025	1753129255	0	37	37	36
Mon Jul 21 21:20:56 2025	1753129256	2	35	37	33
Mon Jul 21 21:20:54 2025	1753129254	3	34	37	34
Mon Jul 21 21:20:56 2025	1753129256	0	36	37	26
Mon Jul 21 21:20:55 2025	1753129255	0	37	37	35
Mon Jul 21 21:20:56 2025	1753129256	0	37	37	36
Mon Jul 21 21:20:55 2025	1753129255	1	36	37	33
Mon Jul 21 21:20:54 2025	1753129254	0	37	37	25
Mon Jul 21 21:20:55 2025	1753129255	0	37	37	32
Mon Jul 21 21:20:55 2025	1753129255	1	36	37	35
Mon Jul 21 21:20:54 2025	1753129254	0	37	37	36
Mon Jul 21 21:20:56 2025	1753129256	0	37	37	32
Mon Jul 21 21:20:56 2025	1753129256	1	36	37	33
Mon Jul 21 21:20:54 2025	1753129254	2	35	37	34
Mon Jul 21 21:20:54 2025	1753129254	0	37	38	26
Mon Jul 21 21:20:56 2025	1753129256	0	37	38	37
Mon Jul 21 21:20:54 2025	1753129254	0	37	38	33
Mon Jul 21 21:20:55 2025	1753129255	2	36	38	35
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	37
Mon Jul 21 21:20:55 2025	1753129255	0	38	38	37
Mon Jul 21 21:20:56 2025	1753129256	1	37	38	36
Mon Jul 21 21:20:55 2025	1753129255	0	38	38	37
Mon Jul 21 21:20:55 2025	1753129255	0	38	38	37
Mon Jul 21 21:20:54 2025	1753129254	1	37	38	29
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	35
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	38
Mon Jul 21 21:20:54 2025	1753129254	0	38	38	38
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	37
Mon Jul 21 21:20:55 2025	1753129255	0	38	38	15
Mon Jul 21 21:20:54 2025	1753129254	1	37	38	37
Mon Jul 21 21:20:54 2025	1753129254	0	38	38	33
Mon Jul 21 21:20:54 2025	1753129254	1	38	38	30
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	38
Mon Jul 21 21:20:56 2025	1753129256	0	38	38	38
Mon Jul 21 21:20:55 2025	1753129255	0	38	38	38
Mon Jul 21 21:20:55 2025	1753129255	2	36	38	36
Mon Jul 21 21:20:55 2025	1753129255	1	37	39	35
Mon Jul 21 21:20:54 2025	1753129254	0	38	39	37
Mon Jul 21 21:20:55 2025	1753129255	1	38	39	28
Mon Jul 21 21:20:54 2025	1753129254	1	38	39	30
Mon Jul 21 21:20:55 2025	1753129255	0	39	39	38
Mon Jul 21 21:20:54 2025	1753129254	0	39	39	38
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	30
Mon Jul 21 21:20:56 2025	1753129256	0	38	39	35
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	38
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	28
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	38
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	35
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	38
Mon Jul 21 21:20:56 2025	1753129256	1	39	39	34
Mon Jul 21 21:20:55 2025	1753129255	0	39	39	26
Mon Jul 21 21:20:56 2025	1753129256	1	38	39	38
Mon Jul 21 21:20:56 2025	1753129256	0	39	39	34
Mon Jul 21 21:20:56 2025	1753129256	0	39	40	38
Mon Jul 21 21:20:54 2025	1753129254	1	39	40	38
Mon Jul 21 21:20:54 2025	1753129254	2	37	40	37
Mon Jul 21 21:20:55 2025	1753129255	0	40	40	38
Mon Jul 21 21:20:54 2025	1753129254	0	40	40	40
Mon Jul 21 21:20:56 2025	1753129256	0	40	40	35
Mon Jul 21 21:20:56 2025	1753129256	0	40	40	40
Mon Jul 21 21:20:54 2025	1753129254	0	40	40	38
Mon Jul 21 21:20:56 2025	1753129256	1	40	40	37
Mon Jul 21 21:20:54 2025	1753129254	2	39	41	31
Mon Jul 21 21:20:55 2025	1753129255	0	41	41	34
Mon Jul 21 21:20:55 2025	1753129255	2	38	41	32
Mon Jul 21 21:20:55 2025	1753129255	1	40	41	37
Mon Jul 21 21:20:55 2025	1753129255	5	36	41	33
Mon Jul 21 21:20:55 2025	1753129255	0	41	41	39
Mon Jul 21 21:20:54 2025	1753129254	2	39	41	39
Mon Jul 21 21:20:54 2025	1753129254	1	40	41	38
Mon Jul 21 21:20:56 2025	1753129256	1	40	41	34
Mon Jul 21 21:20:56 2025	1753129256	0	41	41	41
Mon Jul 21 21:20:55 2025	1753129255	1	40	41	33
Mon Jul 21 21:20:54 2025	1753129254	2	39	41	39
Mon Jul 21 21:20:55 2025	1753129255	0	41	42	33
Mon Jul 21 21:20:54 2025	1753129254	2	39	42	39
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	41
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	41
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	22
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	41
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	30
Mon Jul 21 21:20:54 2025	1753129254	1	41	42	39
Mon Jul 21 21:20:55 2025	1753129255	1	41	42	29
Mon Jul 21 21:20:55 2025	1753129255	0	42	42	42
Mon Jul 21 21:20:54 2025	1753129254	0	42	42	38
Mon Jul 21 21:20:55 2025	1753129255	0	42	42	40
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	41
Mon Jul 21 21:20:55 2025	1753129255	0	42	42	37
Mon Jul 21 21:20:55 2025	1753129255	0	42	42	38
Mon Jul 21 21:20:56 2025	1753129256	0	42	42	41
Mon Jul 21 21:20:55 2025	1753129255	1	41	42	36
Mon Jul 21 21:20:55 2025	1753129255	0	42	42	39
Mon Jul 21 21:20:54 2025	1753129254	0	42	42	38
Mon Jul 21 21:20:56 2025	1753129256	0	42	43	38
Mon Jul 21 21:20:54 2025	1753129254	1	42	43	34
Mon Jul 21 21:20:54 2025	1753129254	1	42	43	32
Mon Jul 21 21:20:54 2025	1753129254	0	42	43	42
Mon Jul 21 21:20:56 2025	1753129256	1	42	43	25
Mon Jul 21 21:20:55 2025	1753129255	2	41	43	38
Mon Jul 21 21:20:54 2025	1753129254	1	42	43	41
Mon Jul 21 21:20:55 2025	1753129255	13	30	43	26
Mon Jul 21 21:20:54 2025	1753129254	2	41	43	38
Mon Jul 21 21:20:54 2025	1753129254	2	41	43	40
Mon Jul 21 21:20:56 2025	1753129256	0	43	43	28
Mon Jul 21 21:20:54 2025	1753129254	2	41	44	40
Mon Jul 21 21:20:54 2025	1753129254	2	41	44	41
Mon Jul 21 21:20:56 2025	1753129256	0	44	44	41
Mon Jul 21 21:20:55 2025	1753129255	0	44	44	41
Mon Jul 21 21:20:56 2025	1753129256	2	42	44	36
Mon Jul 21 21:20:56 2025	1753129256	0	44	44	31
Mon Jul 21 21:20:56 2025	1753129256	2	42	44	36
Mon Jul 21 21:20:56 2025	1753129256	2	42	44	35
Mon Jul 21 21:20:56 2025	1753129256	0	44	44	41
Mon Jul 21 21:20:54 2025	1753129254	1	43	44	42
Mon Jul 21 21:20:56 2025	1753129256	0	44	44	44
Mon Jul 21 21:20:54 2025	1753129254	0	44	45	41
Mon Jul 21 21:20:56 2025	1753129256	2	42	45	28
Mon Jul 21 21:20:55 2025	1753129255	0	45	45	41
Mon Jul 21 21:20:55 2025	1753129255	0	45	45	38
Mon Jul 21 21:20:54 2025	1753129254	2	43	45	41
Mon Jul 21 21:20:55 2025	1753129255	2	43	45	42
Mon Jul 21 21:20:54 2025	1753129254	2	43	45	42
Mon Jul 21 21:20:54 2025	1753129254	2	43	45	41
Mon Jul 21 21:20:56 2025	1753129256	0	45	45	44
Mon Jul 21 21:20:56 2025	1753129256	0	45	45	44
Mon Jul 21 21:20:56 2025	1753129256	0	45	45	37
Mon Jul 21 21:20:55 2025	1753129255	5	40	45	26
Mon Jul 21 21:20:55 2025	1753129255	0	45	45	39
Mon Jul 21 21:20:54 2025	1753129254	3	43	45	41
Mon Jul 21 21:20:56 2025	1753129256	3	43	45	34
Mon Jul 21 21:20:54 2025	1753129254	1	45	45	45
Mon Jul 21 21:20:55 2025	1753129255	0	45	45	45
Mon Jul 21 21:20:56 2025	1753129256	1	45	46	44
Mon Jul 21 21:20:56 2025	1753129256	3	43	46	29
Mon Jul 21 21:20:56 2025	1753129256	1	45	46	44
Mon Jul 21 21:20:54 2025	1753129254	0	46	46	31
Mon Jul 21 21:20:56 2025	1753129256	0	46	46	45
Mon Jul 21 21:20:55 2025	1753129255	0	46	46	46
Mon Jul 21 21:20:56 2025	1753129256	0	46	46	35
Mon Jul 21 21:20:54 2025	1753129254	1	46	47	44
Mon Jul 21 21:20:54 2025	1753129254	2	44	47	44
Mon Jul 21 21:20:56 2025	1753129256	0	47	47	32
Mon Jul 21 21:20:56 2025	1753129256	0	47	47	46
Mon Jul 21 21:20:55 2025	1753129255	1	46	47	46
Mon Jul 21 21:20:56 2025	1753129256	2	45	47	45
Mon Jul 21 21:20:56 2025	1753129256	3	44	47	37
Mon Jul 21 21:20:54 2025	1753129254	0	47	47	46
Mon Jul 21 21:20:55 2025	1753129255	2	45	47	45
Mon Jul 21 21:20:55 2025	1753129255	1	46	48	45
Mon Jul 21 21:20:55 2025	1753129255	0	48	48	47
Mon Jul 21 21:20:54 2025	1753129254	2	46	48	45
Mon Jul 21 21:20:55 2025	1753129255	1	48	48	35
Mon Jul 21 21:20:54 2025	1753129254	0	48	48	35
Mon Jul 21 21:20:55 2025	1753129255	0	48	49	47
Mon Jul 21 21:20:55 2025	1753129255	2	47	49	46
Mon Jul 21 21:20:56 2025	1753129256	3	46	49	36
Mon Jul 21 21:20:56 2025	1753129256	0	49	49	47
Mon Jul 21 21:20:54 2025	1753129254	2	47	49	47
Mon Jul 21 21:20:56 2025	1753129256	2	48	50	46
Mon Jul 21 21:20:56 2025	1753129256	0	49	50	44
Mon Jul 21 21:20:56 2025	1753129256	0	50	50	49
Mon Jul 21 21:20:56 2025	1753129256	0	50	50	48
Mon Jul 21 21:20:55 2025	1753129255	0	50	50	40
Mon Jul 21 21:20:56 2025	1753129256	2	48	50	47
Mon Jul 21 21:20:55 2025	1753129255	0	50	50	47
Mon Jul 21 21:20:55 2025	1753129255	0	50	50	45
Mon Jul 21 21:20:55 2025	1753129255	0	50	50	47
Mon Jul 21 21:20:54 2025	1753129254	3	48	50	47
Mon Jul 21 21:20:55 2025	1753129255	0	50	51	39
Mon Jul 21 21:20:54 2025	1753129254	0	51	51	44
Mon Jul 21 21:20:56 2025	1753129256	0	51	51	42
Mon Jul 21 21:20:55 2025	1753129255	2	50	52	49
Mon Jul 21 21:20:56 2025	1753129256	2	50	52	49
Mon Jul 21 21:20:56 2025	1753129256	0	52	52	52
Mon Jul 21 21:20:56 2025	1753129256	0	52	52	47
Mon Jul 21 21:20:56 2025	1753129256	0	52	52	52
Mon Jul 21 21:20:55 2025	1753129255	0	52	52	50
Mon Jul 21 21:20:55 2025	1753129255	0	52	52	41
Mon Jul 21 21:20:54 2025	1753129254	0	52	52	39
Mon Jul 21 21:20:56 2025	1753129256	0	52	52	49
Mon Jul 21 21:20:55 2025	1753129255	0	52	53	50
Mon Jul 21 21:20:56 2025	1753129256	2	51	54	36
Mon Jul 21 21:20:54 2025	1753129254	0	54	54	36
Mon Jul 21 21:20:56 2025	1753129256	3	52	54	49
Mon Jul 21 21:20:56 2025	1753129256	0	55	55	52
Mon Jul 21 21:20:54 2025	1753129254	0	55	55	52
Mon Jul 21 21:20:55 2025	1753129255	0	55	55	46
Mon Jul 21 21:20:55 2025	1753129255	0	56	56	49
Mon Jul 21 21:20:56 2025	1753129256	0	56	56	55
Mon Jul 21 21:20:54 2025	1753129254	2	54	56	52
Mon Jul 21 21:20:55 2025	1753129255	8	48	56	42
Mon Jul 21 21:20:56 2025	1753129256	1	55	56	54
Mon Jul 21 21:20:54 2025	1753129254	2	55	56	39
Mon Jul 21 21:20:56 2025	1753129256	0	57	57	41
Mon Jul 21 21:20:55 2025	1753129255	1	55	57	53
Mon Jul 21 21:20:55 2025	1753129255	0	57	57	57
Mon Jul 21 21:20:56 2025	1753129256	0	57	57	48
Mon Jul 21 21:20:56 2025	1753129256	1	56	57	56
Mon Jul 21 21:20:55 2025	1753129255	0	57	57	51
Mon Jul 21 21:20:54 2025	1753129254	0	58	58	53
Mon Jul 21 21:20:54 2025	1753129254	1	58	58	57
Mon Jul 21 21:20:55 2025	1753129255	2	56	58	55
Mon Jul 21 21:20:55 2025	1753129255	1	57	58	54
Mon Jul 21 21:20:55 2025	1753129255	2	57	59	54
Mon Jul 21 21:20:56 2025	1753129256	0	58	59	56
Mon Jul 21 21:20:55 2025	1753129255	0	59	59	15
Mon Jul 21 21:20:55 2025	1753129255	1	58	59	57
Mon Jul 21 21:20:54 2025	1753129254	1	58	59	56
Mon Jul 21 21:20:55 2025	1753129255	0	59	59	57
Mon Jul 21 21:20:55 2025	1753129255	1	58	59	58
Mon Jul 21 21:20:56 2025	1753129256	0	59	59	56
Mon Jul 21 21:20:54 2025	1753129254	0	59	59	55
Mon Jul 21 21:20:54 2025	1753129254	1	59	60	57
Mon Jul 21 21:20:56 2025	1753129256	0	60	60	59
Mon Jul 21 21:20:54 2025	1753129254	1	59	60	45
Mon Jul 21 21:20:54 2025	1753129254	2	59	60	58
Mon Jul 21 21:20:55 2025	1753129255	0	60	60	56
Mon Jul 21 21:20:54 2025	1753129254	0	61	61	41
Mon Jul 21 21:20:55 2025	1753129255	0	61	61	56
Mon Jul 21 21:20:55 2025	1753129255	1	60	61	58
Mon Jul 21 21:20:54 2025	1753129254	1	60	61	41
Mon Jul 21 21:20:55 2025	1753129255	0	61	61	50
Mon Jul 21 21:20:55 2025	1753129255	0	61	61	59
Mon Jul 21 21:20:55 2025	1753129255	0	62	62	61
Mon Jul 21 21:20:55 2025	1753129255	2	60	62	58
Mon Jul 21 21:20:55 2025	1753129255	0	62	62	61
Mon Jul 21 21:20:55 2025	1753129255	2	61	62	57
Mon Jul 21 21:20:55 2025	1753129255	1	62	63	54
Mon Jul 21 21:20:54 2025	1753129254	0	63	63	53
Mon Jul 21 21:20:55 2025	1753129255	2	61	63	60
Mon Jul 21 21:20:54 2025	1753129254	1	63	63	60
Mon Jul 21 21:20:55 2025	1753129255	2	61	63	59
Mon Jul 21 21:20:55 2025	1753129255	0	63	63	63
Mon Jul 21 21:20:54 2025	1753129254	0	63	63	55
Mon Jul 21 21:20:55 2025	1753129255	1	63	64	61
Mon Jul 21 21:20:55 2025	1753129255	13	51	64	48
Mon Jul 21 21:20:55 2025	1753129255	0	64	64	63
Mon Jul 21 21:20:55 2025	1753129255	0	64	64	28
Mon Jul 21 21:20:56 2025	1753129256	0	64	64	63
Mon Jul 21 21:20:55 2025	1753129255	0	64	64	64
Mon Jul 21 21:20:55 2025	1753129255	21	44	65	29
Mon Jul 21 21:20:56 2025	1753129256	0	65	65	64
Mon Jul 21 21:20:56 2025	1753129256	0	65	65	64
Mon Jul 21 21:20:55 2025	1753129255	2	63	65	62
Mon Jul 21 21:20:55 2025	1753129255	0	65	65	65
Mon Jul 21 21:20:55 2025	1753129255	0	65	66	64
Mon Jul 21 21:20:55 2025	1753129255	0	66	66	64
Mon Jul 21 21:20:55 2025	1753129255	0	66	66	65
Mon Jul 21 21:20:56 2025	1753129256	0	66	66	65
Mon Jul 21 21:20:55 2025	1753129255	0	66	66	64
Mon Jul 21 21:20:55 2025	1753129255	5	61	66	34
Mon Jul 21 21:20:56 2025	1753129256	0	66	66	65
Mon Jul 21 21:20:55 2025	1753129255	3	64	66	63
Mon Jul 21 21:20:55 2025	1753129255	0	66	67	66
Mon Jul 21 21:20:54 2025	1753129254	1	66	67	64
Mon Jul 21 21:20:55 2025	1753129255	2	65	67	64
Mon Jul 21 21:20:55 2025	1753129255	1	66	67	16
Mon Jul 21 21:20:56 2025	1753129256	1	67	67	61
Mon Jul 21 21:20:55 2025	1753129255	4	64	67	63
Mon Jul 21 21:20:56 2025	1753129256	1	66	67	65
Mon Jul 21 21:20:55 2025	1753129255	1	66	68	65
Mon Jul 21 21:20:56 2025	1753129256	0	68	68	66
Mon Jul 21 21:20:55 2025	1753129255	1	67	68	52
Mon Jul 21 21:20:55 2025	1753129255	1	67	68	66
Mon Jul 21 21:20:56 2025	1753129256	0	68	68	49
Mon Jul 21 21:20:55 2025	1753129255	0	67	68	65
Mon Jul 21 21:20:55 2025	1753129255	0	68	69	68
Mon Jul 21 21:20:55 2025	1753129255	0	69	69	68
Mon Jul 21 21:20:54 2025	1753129254	1	68	69	66
Mon Jul 21 21:20:55 2025	1753129255	0	69	69	68
Mon Jul 21 21:20:55 2025	1753129255	2	67	70	66
Mon Jul 21 21:20:55 2025	1753129255	0	70	70	66
