starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 21 21:05:22 2025	1753128322	214	246	460	244
Mon Jul 21 21:05:21 2025	1753128321	31	430	461	403
Mon Jul 21 21:05:22 2025	1753128322	0	461	461	448
Mon Jul 21 21:05:21 2025	1753128321	17	444	461	431
Mon Jul 21 21:05:21 2025	1753128321	31	430	462	410
Mon Jul 21 21:05:21 2025	1753128321	32	430	462	422
Mon Jul 21 21:05:22 2025	1753128322	4	458	462	448
Mon Jul 21 21:05:21 2025	1753128321	31	432	463	425
Mon Jul 21 21:05:21 2025	1753128321	19	444	463	430
Mon Jul 21 21:05:21 2025	1753128321	32	432	463	419
Mon Jul 21 21:05:21 2025	1753128321	32	431	463	425
Mon Jul 21 21:05:22 2025	1753128322	91	373	463	370
Mon Jul 21 21:05:21 2025	1753128321	32	431	463	421
Mon Jul 21 21:05:21 2025	1753128321	32	432	463	418
Mon Jul 21 21:05:21 2025	1753128321	32	432	464	405
Mon Jul 21 21:05:21 2025	1753128321	16	448	464	317
Mon Jul 21 21:05:21 2025	1753128321	30	434	464	313
Mon Jul 21 21:05:22 2025	1753128322	123	342	464	333
Mon Jul 21 21:05:21 2025	1753128321	32	433	465	406
Mon Jul 21 21:05:22 2025	1753128322	215	250	465	236
Mon Jul 21 21:05:21 2025	1753128321	31	435	466	315
Mon Jul 21 21:05:22 2025	1753128322	153	313	466	309
Mon Jul 21 21:05:21 2025	1753128321	31	435	466	426
Mon Jul 21 21:05:22 2025	1753128322	91	376	467	373
Mon Jul 21 21:05:22 2025	1753128322	217	250	467	236
Mon Jul 21 21:05:21 2025	1753128321	19	449	468	298
Mon Jul 21 21:05:21 2025	1753128321	18	450	468	439
Mon Jul 21 21:05:22 2025	1753128322	63	405	468	212
Mon Jul 21 21:05:21 2025	1753128321	11	457	468	457
Mon Jul 21 21:05:22 2025	1753128322	35	434	469	432
Mon Jul 21 21:05:22 2025	1753128322	125	345	470	22
Mon Jul 21 21:05:22 2025	1753128322	216	254	471	251
Mon Jul 21 21:05:22 2025	1753128322	213	258	471	258
Mon Jul 21 21:05:22 2025	1753128322	122	350	471	349
Mon Jul 21 21:05:21 2025	1753128321	8	465	472	463
Mon Jul 21 21:05:21 2025	1753128321	8	464	472	463
Mon Jul 21 21:05:21 2025	1753128321	12	462	475	461
Mon Jul 21 21:05:21 2025	1753128321	32	444	476	444
Mon Jul 21 21:05:21 2025	1753128321	32	444	476	444
Mon Jul 21 21:05:21 2025	1753128321	30	448	478	448
Mon Jul 21 21:05:22 2025	1753128322	31	448	479	445
Mon Jul 21 21:05:22 2025	1753128322	30	450	480	448
Mon Jul 21 21:05:21 2025	1753128321	32	448	480	448
Mon Jul 21 21:05:21 2025	1753128321	32	448	480	447
Mon Jul 21 21:05:21 2025	1753128321	32	450	482	449
Mon Jul 21 21:05:21 2025	1753128321	31	451	482	448
Mon Jul 21 21:05:22 2025	1753128322	213	269	482	262
Mon Jul 21 21:05:21 2025	1753128321	8	475	483	471
Mon Jul 21 21:05:21 2025	1753128321	19	465	484	400
Mon Jul 21 21:05:22 2025	1753128322	0	485	485	472
Mon Jul 21 21:05:21 2025	1753128321	32	454	486	453
Mon Jul 21 21:05:22 2025	1753128322	217	270	487	260
Mon Jul 21 21:05:22 2025	1753128322	0	487	487	478
Mon Jul 21 21:05:22 2025	1753128322	216	272	488	271
Mon Jul 21 21:05:21 2025	1753128321	13	475	489	475
Mon Jul 21 21:05:22 2025	1753128322	90	401	491	393
Mon Jul 21 21:05:22 2025	1753128322	122	371	493	366
Mon Jul 21 21:05:21 2025	1753128321	31	462	493	460
Mon Jul 21 21:05:22 2025	1753128322	31	463	494	462
Mon Jul 21 21:05:22 2025	1753128322	61	436	498	418
Mon Jul 21 21:05:22 2025	1753128322	32	466	498	462
Mon Jul 21 21:05:21 2025	1753128321	31	468	498	458
Mon Jul 21 21:05:21 2025	1753128321	32	466	498	463
Mon Jul 21 21:05:21 2025	1753128321	32	466	499	464
Mon Jul 21 21:05:21 2025	1753128321	14	486	500	472
Mon Jul 21 21:05:21 2025	1753128321	11	490	501	482
Mon Jul 21 21:05:21 2025	1753128321	33	469	501	456
Mon Jul 21 21:05:21 2025	1753128321	12	490	502	473
Mon Jul 21 21:05:21 2025	1753128321	31	471	502	469
Mon Jul 21 21:05:21 2025	1753128321	31	471	502	466
Mon Jul 21 21:05:21 2025	1753128321	31	471	502	471
Mon Jul 21 21:05:21 2025	1753128321	12	493	505	458
Mon Jul 21 21:05:22 2025	1753128322	0	506	506	497
Mon Jul 21 21:05:21 2025	1753128321	16	491	506	481
Mon Jul 21 21:05:21 2025	1753128321	33	475	507	471
Mon Jul 21 21:05:21 2025	1753128321	32	475	507	459
Mon Jul 21 21:05:21 2025	1753128321	32	475	507	463
Mon Jul 21 21:05:21 2025	1753128321	33	475	508	467
Mon Jul 21 21:05:22 2025	1753128322	95	413	508	407
Mon Jul 21 21:05:21 2025	1753128321	32	476	508	465
Mon Jul 21 21:05:22 2025	1753128322	89	419	508	414
Mon Jul 21 21:05:22 2025	1753128322	35	473	508	473
Mon Jul 21 21:05:22 2025	1753128322	0	509	509	499
Mon Jul 21 21:05:21 2025	1753128321	32	478	511	456
Mon Jul 21 21:05:21 2025	1753128321	32	479	511	471
Mon Jul 21 21:05:21 2025	1753128321	33	478	511	470
Mon Jul 21 21:05:21 2025	1753128321	14	499	512	495
Mon Jul 21 21:05:22 2025	1753128322	152	362	514	360
Mon Jul 21 21:05:21 2025	1753128321	17	499	516	463
Mon Jul 21 21:05:21 2025	1753128321	33	483	516	483
Mon Jul 21 21:05:22 2025	1753128322	0	517	517	497
Mon Jul 21 21:05:22 2025	1753128322	159	360	518	360
Mon Jul 21 21:05:22 2025	1753128322	1	521	522	520
Mon Jul 21 21:05:22 2025	1753128322	31	492	523	492
Mon Jul 21 21:05:22 2025	1753128322	124	401	525	388
Mon Jul 21 21:05:21 2025	1753128321	32	494	526	487
Mon Jul 21 21:05:21 2025	1753128321	32	494	526	487
Mon Jul 21 21:05:21 2025	1753128321	17	510	527	489
Mon Jul 21 21:05:21 2025	1753128321	31	497	529	490
Mon Jul 21 21:05:21 2025	1753128321	32	498	530	497
Mon Jul 21 21:05:22 2025	1753128322	1	530	531	528
Mon Jul 21 21:05:22 2025	1753128322	158	375	534	375
Mon Jul 21 21:05:21 2025	1753128321	17	518	535	517
Mon Jul 21 21:05:21 2025	1753128321	17	522	539	521
Mon Jul 21 21:05:22 2025	1753128322	31	508	539	507
Mon Jul 21 21:05:22 2025	1753128322	122	418	540	412
Mon Jul 21 21:05:22 2025	1753128322	122	419	541	405
Mon Jul 21 21:05:22 2025	1753128322	94	447	542	395
Mon Jul 21 21:05:22 2025	1753128322	0	542	542	536
Mon Jul 21 21:05:21 2025	1753128321	33	510	543	507
Mon Jul 21 21:05:22 2025	1753128322	0	544	544	542
Mon Jul 21 21:05:22 2025	1753128322	66	478	544	477
Mon Jul 21 21:05:21 2025	1753128321	32	513	545	422
Mon Jul 21 21:05:21 2025	1753128321	32	515	547	419
Mon Jul 21 21:05:22 2025	1753128322	152	395	547	212
Mon Jul 21 21:05:21 2025	1753128321	30	517	547	489
Mon Jul 21 21:05:22 2025	1753128322	33	514	548	514
Mon Jul 21 21:05:22 2025	1753128322	214	334	548	325
Mon Jul 21 21:05:22 2025	1753128322	124	424	549	396
Mon Jul 21 21:05:21 2025	1753128321	16	533	549	438
Mon Jul 21 21:05:21 2025	1753128321	17	533	551	441
Mon Jul 21 21:05:22 2025	1753128322	0	553	553	535
Mon Jul 21 21:05:21 2025	1753128321	31	524	555	485
Mon Jul 21 21:05:21 2025	1753128321	32	524	556	524
Mon Jul 21 21:05:22 2025	1753128322	34	523	558	508
Mon Jul 21 21:05:22 2025	1753128322	34	524	558	502
Mon Jul 21 21:05:22 2025	1753128322	35	523	558	504
Mon Jul 21 21:05:22 2025	1753128322	0	561	561	545
Mon Jul 21 21:05:22 2025	1753128322	32	530	561	512
Mon Jul 21 21:05:22 2025	1753128322	64	500	564	500
Mon Jul 21 21:05:22 2025	1753128322	0	564	565	563
Mon Jul 21 21:05:22 2025	1753128322	33	532	565	516
Mon Jul 21 21:05:22 2025	1753128322	94	473	567	221
Mon Jul 21 21:05:21 2025	1753128321	33	535	568	498
Mon Jul 21 21:05:21 2025	1753128321	32	538	571	497
Mon Jul 21 21:05:21 2025	1753128321	332	240	571	238
Mon Jul 21 21:05:21 2025	1753128321	332	239	571	238
Mon Jul 21 21:05:22 2025	1753128322	125	449	574	445
Mon Jul 21 21:05:22 2025	1753128322	214	361	575	360
Mon Jul 21 21:05:21 2025	1753128321	30	545	575	504
Mon Jul 21 21:05:22 2025	1753128322	1	575	576	575
Mon Jul 21 21:05:22 2025	1753128322	152	424	576	417
Mon Jul 21 21:05:22 2025	1753128322	0	576	576	550
Mon Jul 21 21:05:22 2025	1753128322	64	514	578	499
Mon Jul 21 21:05:22 2025	1753128322	31	546	578	546
Mon Jul 21 21:05:22 2025	1753128322	124	454	578	434
Mon Jul 21 21:05:22 2025	1753128322	64	515	578	514
Mon Jul 21 21:05:22 2025	1753128322	125	454	579	437
Mon Jul 21 21:05:22 2025	1753128322	1	579	580	579
Mon Jul 21 21:05:22 2025	1753128322	121	463	584	462
Mon Jul 21 21:05:22 2025	1753128322	0	584	584	583
Mon Jul 21 21:05:22 2025	1753128322	1	584	584	562
Mon Jul 21 21:05:22 2025	1753128322	122	463	585	462
Mon Jul 21 21:05:22 2025	1753128322	123	463	585	461
Mon Jul 21 21:05:22 2025	1753128322	32	555	587	538
Mon Jul 21 21:05:22 2025	1753128322	0	587	587	586
Mon Jul 21 21:05:22 2025	1753128322	64	523	588	508
Mon Jul 21 21:05:22 2025	1753128322	122	466	588	465
Mon Jul 21 21:05:22 2025	1753128322	123	465	588	462
Mon Jul 21 21:05:22 2025	1753128322	63	527	589	507
Mon Jul 21 21:05:22 2025	1753128322	63	526	590	526
Mon Jul 21 21:05:22 2025	1753128322	33	558	591	545
Mon Jul 21 21:05:22 2025	1753128322	64	528	591	526
Mon Jul 21 21:05:22 2025	1753128322	65	527	592	502
Mon Jul 21 21:05:22 2025	1753128322	66	528	593	527
Mon Jul 21 21:05:22 2025	1753128322	64	531	595	505
Mon Jul 21 21:05:21 2025	1753128321	332	263	595	262
Mon Jul 21 21:05:22 2025	1753128322	216	380	597	200
Mon Jul 21 21:05:22 2025	1753128322	123	474	597	465
Mon Jul 21 21:05:22 2025	1753128322	34	564	598	563
Mon Jul 21 21:05:22 2025	1753128322	216	382	598	200
Mon Jul 21 21:05:22 2025	1753128322	154	448	603	445
Mon Jul 21 21:05:22 2025	1753128322	125	478	603	477
Mon Jul 21 21:05:22 2025	1753128322	0	603	603	603
Mon Jul 21 21:05:22 2025	1753128322	212	392	604	380
Mon Jul 21 21:05:22 2025	1753128322	93	511	604	499
Mon Jul 21 21:05:22 2025	1753128322	155	450	605	448
Mon Jul 21 21:05:22 2025	1753128322	155	453	608	452
Mon Jul 21 21:05:22 2025	1753128322	33	575	608	572
Mon Jul 21 21:05:21 2025	1753128321	12	596	608	572
Mon Jul 21 21:05:22 2025	1753128322	32	576	608	575
Mon Jul 21 21:05:21 2025	1753128321	33	577	610	507
Mon Jul 21 21:05:22 2025	1753128322	65	544	610	523
Mon Jul 21 21:05:22 2025	1753128322	33	576	610	573
Mon Jul 21 21:05:22 2025	1753128322	124	486	610	485
Mon Jul 21 21:05:21 2025	1753128321	32	578	610	558
Mon Jul 21 21:05:22 2025	1753128322	152	458	611	458
Mon Jul 21 21:05:21 2025	1753128321	33	578	611	551
Mon Jul 21 21:05:21 2025	1753128321	33	580	613	495
Mon Jul 21 21:05:21 2025	1753128321	33	581	614	553
Mon Jul 21 21:05:22 2025	1753128322	154	460	614	460
Mon Jul 21 21:05:22 2025	1753128322	96	518	614	503
Mon Jul 21 21:05:22 2025	1753128322	215	400	615	399
Mon Jul 21 21:05:21 2025	1753128321	12	602	615	581
Mon Jul 21 21:05:21 2025	1753128321	15	601	616	581
Mon Jul 21 21:05:21 2025	1753128321	32	584	616	537
Mon Jul 21 21:05:22 2025	1753128322	154	463	617	462
Mon Jul 21 21:05:21 2025	1753128321	17	600	617	141
Mon Jul 21 21:05:22 2025	1753128322	32	586	618	585
Mon Jul 21 21:05:22 2025	1753128322	154	466	620	465
Mon Jul 21 21:05:22 2025	1753128322	0	620	620	152
Mon Jul 21 21:05:21 2025	1753128321	19	604	623	577
Mon Jul 21 21:05:21 2025	1753128321	33	590	623	564
Mon Jul 21 21:05:22 2025	1753128322	217	408	624	397
Mon Jul 21 21:05:22 2025	1753128322	65	560	625	548
Mon Jul 21 21:05:22 2025	1753128322	64	562	625	544
Mon Jul 21 21:05:21 2025	1753128321	33	598	631	500
Mon Jul 21 21:05:22 2025	1753128322	0	631	631	630
Mon Jul 21 21:05:21 2025	1753128321	31	601	631	576
Mon Jul 21 21:05:21 2025	1753128321	17	615	632	574
Mon Jul 21 21:05:21 2025	1753128321	31	601	632	577
Mon Jul 21 21:05:21 2025	1753128321	31	601	633	577
Mon Jul 21 21:05:21 2025	1753128321	32	601	633	577
Mon Jul 21 21:05:21 2025	1753128321	32	601	633	592
Mon Jul 21 21:05:21 2025	1753128321	32	601	633	577
Mon Jul 21 21:05:21 2025	1753128321	33	601	634	592
Mon Jul 21 21:05:21 2025	1753128321	33	602	635	578
Mon Jul 21 21:05:21 2025	1753128321	31	605	635	581
Mon Jul 21 21:05:22 2025	1753128322	123	514	636	499
Mon Jul 21 21:05:22 2025	1753128322	123	514	636	499
Mon Jul 21 21:05:21 2025	1753128321	32	605	637	580
Mon Jul 21 21:05:21 2025	1753128321	33	604	637	537
Mon Jul 21 21:05:21 2025	1753128321	32	606	638	582
Mon Jul 21 21:05:22 2025	1753128322	33	606	639	601
Mon Jul 21 21:05:22 2025	1753128322	33	607	639	598
Mon Jul 21 21:05:21 2025	1753128321	30	609	639	584
Mon Jul 21 21:05:21 2025	1753128321	32	608	640	589
Mon Jul 21 21:05:22 2025	1753128322	126	514	640	514
Mon Jul 21 21:05:21 2025	1753128321	30	610	641	598
Mon Jul 21 21:05:21 2025	1753128321	31	610	641	585
Mon Jul 21 21:05:21 2025	1753128321	16	625	641	613
Mon Jul 21 21:05:22 2025	1753128322	30	611	642	610
Mon Jul 21 21:05:22 2025	1753128322	33	609	642	601
Mon Jul 21 21:05:21 2025	1753128321	18	625	642	600
Mon Jul 21 21:05:22 2025	1753128322	33	610	643	607
Mon Jul 21 21:05:21 2025	1753128321	19	625	644	616
Mon Jul 21 21:05:21 2025	1753128321	31	615	645	581
Mon Jul 21 21:05:22 2025	1753128322	0	647	647	646
Mon Jul 21 21:05:21 2025	1753128321	32	615	647	584
Mon Jul 21 21:05:21 2025	1753128321	32	615	647	580
Mon Jul 21 21:05:21 2025	1753128321	31	616	648	595
Mon Jul 21 21:05:21 2025	1753128321	30	618	648	600
Mon Jul 21 21:05:22 2025	1753128322	91	557	648	551
Mon Jul 21 21:05:22 2025	1753128322	218	430	649	430
Mon Jul 21 21:05:21 2025	1753128321	32	619	650	605
Mon Jul 21 21:05:21 2025	1753128321	32	619	651	598
Mon Jul 21 21:05:21 2025	1753128321	32	619	651	600
Mon Jul 21 21:05:21 2025	1753128321	32	619	651	598
Mon Jul 21 21:05:22 2025	1753128322	123	530	652	515
Mon Jul 21 21:05:21 2025	1753128321	31	621	652	608
Mon Jul 21 21:05:22 2025	1753128322	0	653	653	652
Mon Jul 21 21:05:21 2025	1753128321	31	623	653	589
Mon Jul 21 21:05:21 2025	1753128321	30	624	654	587
Mon Jul 21 21:05:22 2025	1753128322	97	557	654	535
Mon Jul 21 21:05:21 2025	1753128321	31	623	654	588
Mon Jul 21 21:05:21 2025	1753128321	31	623	654	585
Mon Jul 21 21:05:22 2025	1753128322	0	655	655	652
Mon Jul 21 21:05:21 2025	1753128321	30	625	655	590
Mon Jul 21 21:05:21 2025	1753128321	18	638	656	611
Mon Jul 21 21:05:22 2025	1753128322	0	656	656	655
Mon Jul 21 21:05:21 2025	1753128321	31	626	657	589
Mon Jul 21 21:05:21 2025	1753128321	19	639	657	604
Mon Jul 21 21:05:22 2025	1753128322	0	657	657	656
Mon Jul 21 21:05:22 2025	1753128322	0	657	657	657
Mon Jul 21 21:05:22 2025	1753128322	97	561	658	549
Mon Jul 21 21:05:21 2025	1753128321	32	627	658	587
Mon Jul 21 21:05:22 2025	1753128322	98	561	659	548
Mon Jul 21 21:05:22 2025	1753128322	0	659	659	658
Mon Jul 21 21:05:22 2025	1753128322	152	508	660	507
Mon Jul 21 21:05:21 2025	1753128321	17	643	660	628
Mon Jul 21 21:05:22 2025	1753128322	95	565	660	535
Mon Jul 21 21:05:21 2025	1753128321	32	629	662	588
Mon Jul 21 21:05:21 2025	1753128321	33	629	662	598
Mon Jul 21 21:05:21 2025	1753128321	16	646	662	608
Mon Jul 21 21:05:22 2025	1753128322	33	629	662	616
Mon Jul 21 21:05:21 2025	1753128321	31	631	663	535
Mon Jul 21 21:05:22 2025	1753128322	0	663	663	661
Mon Jul 21 21:05:21 2025	1753128321	18	646	664	646
Mon Jul 21 21:05:21 2025	1753128321	18	647	665	621
Mon Jul 21 21:05:22 2025	1753128322	0	667	667	664
Mon Jul 21 21:05:21 2025	1753128321	18	649	667	623
Mon Jul 21 21:05:22 2025	1753128322	0	667	668	661
Mon Jul 21 21:05:22 2025	1753128322	214	456	670	402
Mon Jul 21 21:05:22 2025	1753128322	30	640	670	627
Mon Jul 21 21:05:22 2025	1753128322	31	640	670	628
Mon Jul 21 21:05:22 2025	1753128322	31	641	672	628
Mon Jul 21 21:05:22 2025	1753128322	38	635	672	621
Mon Jul 21 21:05:22 2025	1753128322	153	522	674	511
Mon Jul 21 21:05:22 2025	1753128322	33	641	675	619
Mon Jul 21 21:05:22 2025	1753128322	33	642	675	614
Mon Jul 21 21:05:22 2025	1753128322	122	553	675	538
Mon Jul 21 21:05:22 2025	1753128322	0	677	677	674
Mon Jul 21 21:05:22 2025	1753128322	153	524	678	210
Mon Jul 21 21:05:22 2025	1753128322	125	553	678	518
Mon Jul 21 21:05:22 2025	1753128322	122	557	679	548
Mon Jul 21 21:05:22 2025	1753128322	30	652	682	630
Mon Jul 21 21:05:22 2025	1753128322	153	530	683	505
Mon Jul 21 21:05:22 2025	1753128322	122	561	683	538
Mon Jul 21 21:05:22 2025	1753128322	0	683	683	680
Mon Jul 21 21:05:22 2025	1753128322	122	561	683	538
Mon Jul 21 21:05:21 2025	1753128321	2	682	684	646
Mon Jul 21 21:05:22 2025	1753128322	33	651	684	621
Mon Jul 21 21:05:22 2025	1753128322	123	562	684	540
Mon Jul 21 21:05:22 2025	1753128322	127	559	686	542
Mon Jul 21 21:05:22 2025	1753128322	0	688	689	686
Mon Jul 21 21:05:22 2025	1753128322	0	689	689	685
Mon Jul 21 21:05:21 2025	1753128321	33	656	689	612
Mon Jul 21 21:05:22 2025	1753128322	0	689	689	688
Mon Jul 21 21:05:22 2025	1753128322	37	652	689	652
Mon Jul 21 21:05:22 2025	1753128322	128	562	690	549
Mon Jul 21 21:05:21 2025	1753128321	32	658	690	614
Mon Jul 21 21:05:21 2025	1753128321	31	659	690	636
Mon Jul 21 21:05:21 2025	1753128321	32	658	690	595
Mon Jul 21 21:05:22 2025	1753128322	124	567	691	565
Mon Jul 21 21:05:21 2025	1753128321	33	659	691	620
Mon Jul 21 21:05:22 2025	1753128322	126	566	691	561
Mon Jul 21 21:05:21 2025	1753128321	33	659	692	620
Mon Jul 21 21:05:21 2025	1753128321	33	659	692	615
Mon Jul 21 21:05:21 2025	1753128321	33	659	692	615
Mon Jul 21 21:05:21 2025	1753128321	33	659	692	606
Mon Jul 21 21:05:21 2025	1753128321	33	660	693	620
Mon Jul 21 21:05:21 2025	1753128321	32	661	693	606
Mon Jul 21 21:05:21 2025	1753128321	32	661	694	606
Mon Jul 21 21:05:22 2025	1753128322	123	571	694	570
Mon Jul 21 21:05:21 2025	1753128321	32	663	695	610
Mon Jul 21 21:05:22 2025	1753128322	0	695	696	695
Mon Jul 21 21:05:21 2025	1753128321	15	681	696	630
Mon Jul 21 21:05:22 2025	1753128322	212	484	696	482
Mon Jul 21 21:05:21 2025	1753128321	30	666	697	623
Mon Jul 21 21:05:21 2025	1753128321	31	666	697	605
Mon Jul 21 21:05:21 2025	1753128321	31	666	697	600
Mon Jul 21 21:05:21 2025	1753128321	31	666	697	595
Mon Jul 21 21:05:21 2025	1753128321	33	665	697	610
Mon Jul 21 21:05:21 2025	1753128321	31	666	697	619
Mon Jul 21 21:05:21 2025	1753128321	31	666	697	611
Mon Jul 21 21:05:21 2025	1753128321	14	683	697	630
Mon Jul 21 21:05:22 2025	1753128322	1	697	697	694
Mon Jul 21 21:05:22 2025	1753128322	5	692	697	677
Mon Jul 21 21:05:21 2025	1753128321	33	665	698	656
Mon Jul 21 21:05:21 2025	1753128321	31	666	698	630
Mon Jul 21 21:05:22 2025	1753128322	124	574	698	573
Mon Jul 21 21:05:21 2025	1753128321	31	667	698	626
Mon Jul 21 21:05:22 2025	1753128322	0	698	698	698
Mon Jul 21 21:05:21 2025	1753128321	31	667	698	646
Mon Jul 21 21:05:22 2025	1753128322	125	574	699	573
Mon Jul 21 21:05:21 2025	1753128321	33	666	699	656
Mon Jul 21 21:05:21 2025	1753128321	34	666	700	655
Mon Jul 21 21:05:21 2025	1753128321	15	685	700	633
Mon Jul 21 21:05:22 2025	1753128322	0	700	700	700
Mon Jul 21 21:05:22 2025	1753128322	0	700	700	684
Mon Jul 21 21:05:21 2025	1753128321	31	669	701	626
Mon Jul 21 21:05:21 2025	1753128321	16	685	701	631
Mon Jul 21 21:05:21 2025	1753128321	31	670	701	607
Mon Jul 21 21:05:21 2025	1753128321	31	670	701	609
Mon Jul 21 21:05:22 2025	1753128322	31	670	701	668
Mon Jul 21 21:05:22 2025	1753128322	126	576	702	575
Mon Jul 21 21:05:22 2025	1753128322	126	576	702	571
Mon Jul 21 21:05:21 2025	1753128321	31	671	702	656
Mon Jul 21 21:05:22 2025	1753128322	153	549	702	249
Mon Jul 21 21:05:21 2025	1753128321	32	670	702	655
Mon Jul 21 21:05:22 2025	1753128322	123	580	702	576
Mon Jul 21 21:05:21 2025	1753128321	33	669	702	647
Mon Jul 21 21:05:21 2025	1753128321	17	685	703	671
Mon Jul 21 21:05:21 2025	1753128321	33	670	703	660
Mon Jul 21 21:05:21 2025	1753128321	32	671	703	645
Mon Jul 21 21:05:21 2025	1753128321	13	690	703	681
Mon Jul 21 21:05:22 2025	1753128322	0	704	704	703
Mon Jul 21 21:05:21 2025	1753128321	33	671	704	659
Mon Jul 21 21:05:21 2025	1753128321	32	673	704	652
Mon Jul 21 21:05:22 2025	1753128322	62	643	704	628
Mon Jul 21 21:05:21 2025	1753128321	18	687	705	672
Mon Jul 21 21:05:21 2025	1753128321	15	691	706	681
Mon Jul 21 21:05:22 2025	1753128322	125	582	706	581
Mon Jul 21 21:05:22 2025	1753128322	37	669	706	668
Mon Jul 21 21:05:22 2025	1753128322	30	677	707	634
Mon Jul 21 21:05:21 2025	1753128321	17	690	708	676
Mon Jul 21 21:05:22 2025	1753128322	0	709	709	706
Mon Jul 21 21:05:21 2025	1753128321	31	678	709	657
Mon Jul 21 21:05:22 2025	1753128322	126	583	709	582
Mon Jul 21 21:05:21 2025	1753128321	33	677	710	660
Mon Jul 21 21:05:21 2025	1753128321	33	677	710	656
Mon Jul 21 21:05:21 2025	1753128321	19	692	711	666
Mon Jul 21 21:05:21 2025	1753128321	330	381	711	370
Mon Jul 21 21:05:21 2025	1753128321	12	699	712	618
Mon Jul 21 21:05:22 2025	1753128322	214	499	712	494
Mon Jul 21 21:05:21 2025	1753128321	33	679	712	623
Mon Jul 21 21:05:21 2025	1753128321	31	682	712	643
Mon Jul 21 21:05:21 2025	1753128321	33	680	714	660
Mon Jul 21 21:05:21 2025	1753128321	33	682	715	646
Mon Jul 21 21:05:21 2025	1753128321	19	696	715	690
Mon Jul 21 21:05:21 2025	1753128321	33	682	715	626
Mon Jul 21 21:05:22 2025	1753128322	574	143	716	135
Mon Jul 21 21:05:21 2025	1753128321	31	687	718	667
Mon Jul 21 21:05:22 2025	1753128322	151	567	718	557
Mon Jul 21 21:05:22 2025	1753128322	37	682	719	680
Mon Jul 21 21:05:22 2025	1753128322	573	147	720	135
Mon Jul 21 21:05:21 2025	1753128321	31	690	720	651
Mon Jul 21 21:05:21 2025	1753128321	331	390	721	370
Mon Jul 21 21:05:21 2025	1753128321	17	705	722	649
Mon Jul 21 21:05:22 2025	1753128322	62	660	722	660
Mon Jul 21 21:05:22 2025	1753128322	62	662	724	634
Mon Jul 21 21:05:22 2025	1753128322	37	687	724	639
Mon Jul 21 21:05:21 2025	1753128321	31	694	725	694
Mon Jul 21 21:05:22 2025	1753128322	1	725	726	718
Mon Jul 21 21:05:22 2025	1753128322	68	659	727	659
Mon Jul 21 21:05:21 2025	1753128321	33	694	727	693
Mon Jul 21 21:05:22 2025	1753128322	0	728	728	725
Mon Jul 21 21:05:21 2025	1753128321	32	696	728	696
Mon Jul 21 21:05:21 2025	1753128321	32	698	730	698
Mon Jul 21 21:05:22 2025	1753128322	65	665	730	665
Mon Jul 21 21:05:21 2025	1753128321	32	700	731	700
Mon Jul 21 21:05:22 2025	1753128322	214	520	734	520
Mon Jul 21 21:05:22 2025	1753128322	34	701	735	693
Mon Jul 21 21:05:22 2025	1753128322	95	643	738	635
Mon Jul 21 21:05:22 2025	1753128322	572	167	739	167
Mon Jul 21 21:05:22 2025	1753128322	34	705	739	689
Mon Jul 21 21:05:21 2025	1753128321	574	166	740	146
Mon Jul 21 21:05:22 2025	1753128322	92	648	740	644
Mon Jul 21 21:05:21 2025	1753128321	32	709	741	706
Mon Jul 21 21:05:21 2025	1753128321	31	711	742	705
Mon Jul 21 21:05:22 2025	1753128322	89	653	742	652
Mon Jul 21 21:05:22 2025	1753128322	574	169	743	168
Mon Jul 21 21:05:22 2025	1753128322	127	617	743	599
Mon Jul 21 21:05:21 2025	1753128321	576	167	743	159
Mon Jul 21 21:05:21 2025	1753128321	575	169	744	157
Mon Jul 21 21:05:22 2025	1753128322	95	650	745	648
Mon Jul 21 21:05:21 2025	1753128321	576	170	746	155
Mon Jul 21 21:05:22 2025	1753128322	65	681	747	641
Mon Jul 21 21:05:21 2025	1753128321	32	715	747	664
Mon Jul 21 21:05:22 2025	1753128322	0	747	747	744
Mon Jul 21 21:05:22 2025	1753128322	0	748	748	747
Mon Jul 21 21:05:22 2025	1753128322	0	748	749	747
Mon Jul 21 21:05:22 2025	1753128322	95	655	749	654
Mon Jul 21 21:05:22 2025	1753128322	125	625	751	406
Mon Jul 21 21:05:21 2025	1753128321	33	718	752	647
Mon Jul 21 21:05:22 2025	1753128322	0	753	753	749
Mon Jul 21 21:05:21 2025	1753128321	18	737	755	700
Mon Jul 21 21:05:21 2025	1753128321	32	724	756	716
Mon Jul 21 21:05:22 2025	1753128322	0	756	757	755
Mon Jul 21 21:05:21 2025	1753128321	33	724	757	640
Mon Jul 21 21:05:22 2025	1753128322	4	752	757	750
Mon Jul 21 21:05:22 2025	1753128322	34	723	757	720
Mon Jul 21 21:05:22 2025	1753128322	0	759	759	758
Mon Jul 21 21:05:21 2025	1753128321	576	184	760	184
Mon Jul 21 21:05:22 2025	1753128322	37	724	761	706
Mon Jul 21 21:05:22 2025	1753128322	211	550	761	546
Mon Jul 21 21:05:22 2025	1753128322	38	723	761	704
Mon Jul 21 21:05:22 2025	1753128322	64	698	761	680
Mon Jul 21 21:05:22 2025	1753128322	0	762	762	760
Mon Jul 21 21:05:22 2025	1753128322	154	609	762	602
